restaurantName,rating,reviewText
Hattie B’s Hot Chicken - Bham,5,"Are you kidding? This place was great! Recommended by a friend so we decided to stop in since it was close and was cold out( in the 30's). Got in and what a warm atmosphere! I mean the staff was very nice friendly and talkative. Ask what they recommend and after they ask us a few questions they made a few recommendations. We went with them and we were more than satisfied. That fried chicken though! Bomb! No, really bomb! Juice, flavorful, ok I'm getting hungry again just thinking about it. Seemed like a bunch of college kids eating here just chilling and enjoying the music and their friends. It felt like everyone felt at home inside. I think it was because of the music and the atmosphere created by the employees. Collard greens and mac and cheese were good too! Oh, wait, that peach cobbler, go for just that and you'll understand my post! Bomb! Great place! Now, open up in California cause I do t think I'll be back in Alabama anytime soon!"
Hattie B’s Hot Chicken - Bham,4,"Stopped on our way home to Louisiana from Tennessee. Overall, I thought it was pretty good. Not on the level of Gus's or Uncle Lou's, but pretty good. We ordered the regular hot and I didn't find it to be too spicy, pretty much the perfect level of spice. The sides (mac n cheese, greens) were ok but nothing to write home about."
Hattie B’s Hot Chicken - Bham,5,"We got Hattie B's to go and while I'm always nervous about to go orders, Hattie B's did not disappoint!! Everything was fantastic! From the presentation, the temperature, the taste, it was all great. Their cobbler and pimento Mac n cheese are to die for!! Their chicken was also a game changer. I will be returning for sure!"
Hattie B’s Hot Chicken - Bham,5,"I have been to Hattie B's a few times and now reviewing them. I have to say this is not your typical fast food fried chicken you will get elsewhere.Chicken has always been on point full of intense flavor, very juicy, and the breading is always crisp to perfection. I have ordered both Hot and Damn hot, depending on the mood I am on, to take on the heat. However, I have not come to senses in trying to the ""shut the cluck up"" hotness. Anyway you choose, you will not be disappointed.As for the sides I absolutely savor their red skin potato salad, creamy coleslaw, and greens.The Peach cobbler when in season is a must try, especially with a scoop of vanilla ice cream, is the perfect combination.This is my go to when craving fried chicken!!"
Hattie B’s Hot Chicken - Bham,5,"Incredible customer service and the food is amazing.  It was my first time and everyone was so helpful - inviting me to try a sample, making great suggestions, etc.  I had the chicken sandwich, which was a great combination of flavors !  The medium had the right about is heat !  The pimento Mac/ cheese is a must.  Plenty of local beers on draft.  Come one by and support this nice addition to b'ham !!"
Hattie B’s Hot Chicken - Bham,3,"I ordered Small Dark with medium heat, and sides of collard greens and potato salad. The leg and thigh were large and still connected together as one piece. It was fried-to-order so was piping hot. and that was a plus. The medium spices gave the batter an orangish tone, and it was spicy. The chicken was glistening in oil and served on a slice of toast that helped absorb the grease. Aside from the greasiness, the chicken was okay. The Comeback dipping sauce was a creamy mayo base that was just okay. I probably would not come back for it.My side choices were  just okay. The potato salad was pretty average. It lacked any red skin that would have given it some character. The greens were cooked down and tender. But, without vinegar seasoning they were pretty flavorless.I understand Hattie B is popular, but I was not impressed.  Greasy fried chicken, mediocre dipping sauce, and bland sides. Sorry, I don't see what all the fuss is about."
Hattie B’s Hot Chicken - Bham,5,"Having lived in Nashville for most of my life, you have to credit some of the original hot chicken places like Prince's Hot Chicken or Bolton's for the expansion of the category! With that in mind, Hattie B's in Birmingham brings the some of the consistency of hot chicken that you can find in Nashville. The quality of the Nashville Hattie B's and Birmingham Hattie B's does not change. Birmingham has come delicious hot chicken locations but my selling point of Hattie B's is the hearty sides that you can pair with the chicken. If you go, you need to experience the brilliant pain of ""Damn Hot"" or ""Shut the Cluck Up"" spice level choices. Do it the right way when you go!"
Hattie B’s Hot Chicken - Bham,3,"I love fried chicken. I love spicy food. So, I really wanted to try this place. Well, I'm glad I did, but I probably won't be back because there are other places that has better food. I ordered the breast and wing plate, medium spice, with greens and pimento Mac and cheese. The chicken was so greasy. The spice was on the skin so if u don't eat the greasy skin, then the rest of the chicken meat has no flavor. The greens were bland. The Mac and cheese was good but too runny for me. Service was fine. The atmosphere was great. We sat on the deck outside and could see the action from the bars/restaurants across the street."
Hattie B’s Hot Chicken - Bham,4,"The food at Hattie B's is always a hit. We weren't too hungry by the time lunch hit, but we still wanted hot chicken. So, we got the 3 tender meal, but added on an extra wing ($2) and extra side ($1). The medium wasn't actually that hot, so next time I'll be going with hot. For sides, we got the mac and cheese (to die for), fries (very very good), and collard greens (very eh, but got the veggies in). What makes everything really good is the comeback sauce. I usually get 2 of them, and it makes my tummy really happy.One downside to this location is the line during lunch gets SO long. We were waiting there for such a long time before another register opened. However, they do let dogs on the patio, which really improved our road trip experience!"
Hattie B’s Hot Chicken - Bham,4,"I have been itching to get to Hattie's! I've heard so much about this restaurant! I finally made it there today! The staff was amazing! I ordered the medium chicken tenders with a side of the pimento Mac and cheese(to die for) and some crinkle cut fries. To wash it all down, I enjoyed a nice strawberry cider(blew my socks off!) I enjoyed the tenders, but a little different for me. I've never had hot chicken! It was really delicious! However, next time, I'd rather have it without the sauce. The fries were crispy and yummy(especially dipped in ranch) and the pimento Mac and cheese????? TOO AMAZING FOR TV. I'm definitely coming back here. The weather was nice enough for the patio. Great view!"
Hattie B’s Hot Chicken - Bham,4,First time at this joint after hearing several good things about it. I kinda struggle with spicy foods so I was a bit hesitant about ordering the mild instead of the completely spice free one but the dude who took my order said it really isn't bad. Ok he was kinda wrong because it was almost spicy to the point where it was unpleasant to eat and lost any type of flavor besides pure spice if that makes any sense. The pimento Mac and cheese was good but the portion was small and I treated it as a distraction from the spicy chicken. Now you might be wondering why am I still giving four stars? The chicken was cooked well which isn't always the case at a lotta places. I did enjoy the pickle and the overall atmosphere of the place. Will probably be back to try something else (probably the tenders) with an assortment of sauces because that seemed to be popular.
Hattie B’s Hot Chicken - Bham,5,"I remember when I used to be a boy real green behind the gills about spice I'd shake my head at even a dash of pepper on my plate, but like a virgin I've never been the same since Hattinald B's wore out my insides. Also just like my virginity, I was crying the whole time I was eating Hattinald's Shut the Cluck Up Sandwish. Even when I tried to save to save myself from Hattinald's signature heat with a swig of water, it felt like it burned worse. Thank you Mr. B, for opening my eyes to the joys of earth's heat. Like my sweet virgin hole felt, my mouth felt used and wanting for more. Me and my holes are open and waiting for the day YOURE open Mr. B."
Watkins Branch,5,"I have been a fan of JP's work for many years at Fig Tree Cafe. So I was REALLY excited to hear he was opening a place closer to me in Mountain Brook Village. It is extremely unfortunate the timing of his opening of this place. Because I know the food in house would be that much better than it is to-go. But during this time, they are doing curbside and making it really easy to get delicious food while distancing.Again, I really hate I did not make it in here before everything was shut down. I did not go to the previous business that was in this location. But from the safe distance of my car, it looks like a small dining area with possibly some great outdoor sections just out back? But again, just an observation from my driver's seat.We decided to test out their French style wings, burger and some of the fried green tomatoes. The tomatoes were probably our least favorite. And that is mainly because it was forced to steam in a to-go container. I have had JPs FGTs before and I know they would have been great in house. The burger and the wings were really good!! But the real star of the show were those truffle fries. No skimping on the truffle. And they did surprisingly well in a to-go container.As soon as we are able, we will be checking this place out in person. But for our Covid-19 curbside delivery experience, I couldn't possibly give less than five stars."
Watkins Branch,5,"Huge fan of Watkins Branch (and their sister, Fig Tree). The service is impeccable and the space is adorable. Love the food, love the drinks. Excited to have them in BHM! Grabbed takeout a few times during quarantine, and it was excellent, too!"
Watkins Branch,5,"Not long ago, I was leaving the Greenwise grocery store location in Mountain Brook and peeked a Watkin's Branch logo. I drove by the building and immediately put it on my list, as it was a sister location of the great Fig Tree restaurant. Fast forward a month or so and myself and a few other guests needed a dinner spot and this was the place to go. Upon entering we were seated and felt right in place. We had an extremely inviting employee that seated us and continued to serve us through the dinner. As young adults we were less about the the amazing bourbon/rye pour's they offered and more about the affordable and delicious cocktails/beer selections they had. One of us had a cocktail with in house grenadine that was delicious. I had a IPA that I had not previously had that was priced very reasonable and great. The food was beyond enjoyable. We got multiple small plates and were treated to one of the best pork belly dishes I had ever eaten. Everything about the location, service, and meal was delightful. While I'm young and still working to maintain frugality these kinds of meals are worth it. I will be back and excited for the people in the area to have this place."
Watkins Branch,5,"Great locally owned restaurant. I would give the alcohol and a staff that cares 5 stars. The food is good, the scallops have a crab bisque sauce that is very tasty, and I had the burger medium and really enjoyed it. The fries were just OK. The crab cake was VERY good. I would give the food overall 4 stars. 4.5 total rounds up to 5. All in all, a great place."
Watkins Branch,5,"This place is absolutely fantastic. Have spent the last few years living in NYC, this reminds me of a place in Soho or West Village you pop in for a drink that has fantastic food. Highly recommend. Anything from their menu has been great. Their cocktail that is similar to an Old Fashion is spectacular, also the Anne's Folles is incredible. You won't be disappointed."
Watkins Branch,5,Great place for dinner looking at the menu the cocktails were phenomenal!! Can't wait to go try the food!! Atmosphere is great!! The ambiance was was great!!
Watkins Branch,5,"Great new addition to Mountain Brook! Watkins Branch is in the old Icehouse location down from Another Broken Egg and Sneaky Pete's. It's by the same owners as Fig Tree and has a bourbon brasserie theme. I stopped by for a drink tonight but I will definitely be back to try the food. The actual location is fairly small, there are 4-5 2 and 4 tops along the left wall with the only indoor seating being bar seating. There is a nice outdoor area as well with couches and a fire pit. I had a classic old fashioned (not on their cocktail menu, but they will make it for you no problem) with their house whiskey, old forester 86. It was classic, simple, and delicious. I would've loved a big ice cube, but other than that, no complaints. The staff was very attentive and friendly. While I didn't try the food this visit, the menu includes items like crab cake, fried green tomatoes, a salami and cheese sandiwich and roasted duck. It's a limited menu with only about 4-5 entrees and small plates, but it all sounded so good. Only other downside is when the tables were full and 4 people were sitting at the bar, the small room got fairly noisy, but that's to be expected in a packed, smaller venue. Can't wait to return to try some more of their cocktails and food!"
Watkins Branch,5,"Really enjoyed being at the grand opening of this new bistro! The owner also owns The Fig Tree restaurant as well. Fantastic food! The people sitting next to me were absolutely raving over the tuna!  I went with the fried green tomatoes which were absolutely scrumptious! So happy I went! It's small on the inside but has a real clean style happening. Old bourbon, single malt scotch, whiskey, and not the usual stuff that everyone has. A real connoisseur's collection of spirits here! Enjoy everyone!"
Watkins Branch,1,"I wanted to love this place - really!! I LOVE The Fig Tree - gave them 5 stars - they knocked our socks off!Here, not so much. I had a burger. The meat was super tender and cooked perfectly. After several bites, I got the salt!! And so much of it that it made it almost inedible (I was too far into the burger to send it back, but I should have). I suspect the chef is a smoker - this is usually the case when food is severely over salted. Also, the layout of this place is odd. Too many tables right near the bathroom. I do not really want to hear the sounds of what goes on in a bathroom while I am trying to eat. I was also surprised that there were no salads on the menu - my fault for not checking ahead of time. The fries that are shown in the pictures are not the fries that I got on my plate. Mine looked like run of the mill Sysco style. I likely will not be returning."
Watkins Branch,5,Awesome place! Love to come in and talk to the friendly staff and try some great food.
Watkins Branch,5,Stopped in on a whim from out of town. The food was great...the staff was welcoming and entertaining. Had an amazing meal and an amazing time.
Watkins Branch,5,"This is a great new addition to Mountain Brook! They have an amazing chef, a wonderful bartender, and a great atmosphere. I started the night with a Blackberry Bramble, a seasonally crafted cocktail. You better get yours while you can! I also had the elk burger, which was cooked to perfection and full of flavor."
Watkins Branch,5,"Was amazed I hadn't heard of this tiny place sooner... Hidden away in a spot that will be a great location in the near future (Mountain Brook Village construction) this delightful place wowed me with their food, cocktails, and service. I had the regular burger and can't wait to try the bison burger because both seem delicious. I don't always finish a restaurant burger but I was wiping up the plate with my fries. Perfectly cooked, very salty and juicy, delicious fresh toppings. And the cocktails aren't just your predictable whiskey bar drinks, with a few nods to old timey prohibition recipes and unexpected combinations. This place gives me slight consolation for the tragic closing of Avo /Dram in the area! Going back here soon."
Watkins Branch,5,"Cool vibe, friendly staff and excellent food. My husband proclaimed that their hamburger is the BEST he's ever had! Thank you to GM, Justin and bartender, Patrick for a great dining experience. We'll definitely be back (regularly)."
The Lab Bar and Kitchen,4,"I made my own salad from here for delivery through Waitr. Was pleasantly surprised at how large the size was for the price. It was easily two servings or more. They had a large selection for proteins, veggies, cheeses, and dressings.I got the soup of the day and it was a broccoli soup (had broccoli in it, anyway). It was super yummy and a large portion. The only real issue I had with the order was just the coffee. I just ordered a black medium coffee, but I didn't realize they sold Starbucks coffee. Was unpleasantly surprised when the Waitr delivery guy showed up with a coffee I chucked in the trash. Blech.... Hate Starbucks. Otherwise, the food was well-priced with hearty portions and fresh. Would definitely order from again, as long as it's not for coffee."
The Lab Bar and Kitchen,5,"I rarely go downtown, but saw this restaurant after I left Wale concert. It was so pretty from the outside. I had never heard of it, so I thought that this would be a good location to have our January's ladies night. I called to see if they could sit large parties and if they have a happy hour. They were so nice on the phone, and was happy to accommodate my party. The day of the ladies night, I was looking for parking. I didn't realize that the restaurant was in the hotel. I asked the valet where did we need to park. He was very courteous and gave us the option of parking in a free parking lot next to the hotel or we could pay and park in the hotel's deck. Of course we chose free. We walked into the hotel and was awe struck at how beautiful it was. We took the stairs down to the restaurant so that we could take in the beautiful decorations. The hotel has a beautiful chandelier. When you walk down the steps they have a lounge area. The building is very pretty and you can take really good pictures (hint hint for the selfie lovers). As we entered into the restaurant, we were greeted by the sweetest hostess. She was looking forward to our party arriving. They were having a cooking class, which interested me. She begin to explain all the different classes that they offer. I will be signing up for one of those classes. Christian our waiter walked us to our table. He was very kind and knowledgeable of the items on the menu. He suggested that a good drink to try was the blazer. This drink was not what I expected. It was so pretty. I was excited of how the drink was displayed. I had just seen a drink similar to this online being served at a restaurant in ATL, and wanted to try one. I couldn't believe that we had a restaurant here that served it. The drink was a bluish green and it started to smoke. It was very good, sweet but strong. We sat by the bar and the bar tender was very sweet. For dinner I got the burger and fries. The burger was seasoned to perfection. It came with wickles (sweet and hot pickles). Their fries are really good and their ranch tastes as if it was homemade. I really enjoyed myself. The decor of the restaurant is very nice. They have long hardwood tables with outlets that you can charge your phone while you are eating. I highly recommend that you give them a try."
The Lab Bar and Kitchen,5,"I have nothing but good things to say about this spot. It is a Bham gem that's hidden in plain sight.  Its located within the Hilton on the Southside. The ambiance here is very quaint and a bit romantic. As a May baby, I loved the emerald green decor.  We came here for a ladies night.  Although only 4 of us showed, we were all impressed with everything.  Our waiter Christian was soooo nice and helpful.  He explained everything to us, offered recommendations and just made us feel so welcomed. I first tried the Blazer cocktail.  It came separate for Christian to blend like a science experiment (hence THE LAB). It was strong and tasty... if you are a lightweight, tread lightly.  For dinner, I ordered the catfish sandwich. It was a great choice. The catfish could've had just a little more flavor but was cooked crunchy and flaky. The other ladies really enjoyed their food. Honestly, I was so into my meal and taken by the blazer that I don't remember what they had to eat. (facepalm) I loved how the drinks were all like a concoction tho... really cool.  One of the ladies got a drink that was put into a smoker! So interesting! I look forward to coming back here... they offer happy hour M-F... I plan to give that a try!"
The Lab Bar and Kitchen,4,Went to the Lab for a Sunday brunch. It was four people in our party. We met around 11:30. We were the only ones there. I ordered the duck w greens. It came with corn grits but I had to send the grits back. There was no flavor.Others in my party returned their grits too. For the good part.... the duck was delicious. Moist and seasoned well. The greens were tasty. Portion size was good for brunch. Management exchanged my grits for a salad. Very accommodating.
The Lab Bar and Kitchen,4,"I've been to the Lab several times, and as a UAB employee, the location is super convenient and saving 20% on my meal with my employee badge is always a plus! I love that parking is super convenient when I'm meeting non-UAB people for lunch. They can park in the deck for free with validation! You can't get that anywhere else in Bham! And to the food! I like the Lab Burger... those spicy pickles are the best! And those fries are to die for! I've also enjoyed the pork skins and pimento/cheese.... just be careful because it can be bubbling hot and will burn your mouth if you're not careful! The one negative about the Lab is the wait. Whenever I've been (early and peak times), the wait times for food/service are a little too long. Especially for lunch when folks have an hour... it shouldn't take that long to take orders/being out food. I usually ask for my bill as soon as they drop off food, so thAts a little less time that I have to wait. Overall, a good dining option near UAB!"
The Lab Bar and Kitchen,2,"Second visit here. I tried the spicy peach something that was the drink of the day. It had absolutely no alcohol in it. I asked the bartender what alcohol was supposed to be in it and she said she ""think"" it was tequila but SHE made it. So I wanna know how she's making drinks and don't know what she's using. I tried the happy hour jalapeño cornbread bites with honey butter. They came out hard, dry and with a butter full of pecans apparently. I asked what was in the butter after I took a bite and was told by the same bartender she didn't know and a male manager came over and said I think they added pecans to the butter and did I have a allergy. Omfg. If I did I'd been on the floor already. The menu didn't say nuts were in it which is why I ordered. 10 minutes later I was brought melted butter and cold butter for now cold nasty bites. I was still struggling to get the pecans outta my braces so I just wanted no parts of that anymore. A manager took them off for me and totally understood how bad they could have been. Because my friend had the Mushroom Chevere Bucatini pasta in her restaurant week pic and it was tasty I ordered my own bowl. It finally comes and it looks amazing but definitely lacked flavor. I added a pretty good amount of salt and pepper to get through the meal. My friend decided to do the restaurant week special. She chose fried green tomatoes and the should season the batter hands down. U can NOT serve fried green tomatoes in Alabama in unseasoned flour. It's a sin. She did the same to her pasta. Added salt and pepperThe peach tart dessert we shared. It's a damn hard biscuit with cooked peaches on top. Nothing grilled. Nothing compote. Just wasn't pleasing.This was her first time here and the menu is what made her pick the place. She'd definitely not return and I doubt I will either. The menu reads wonderfully and you expect a helluva experience from reading it. But their execution of these menu items desperately needs some work. I don't know if they need to simplify the menu or just simply get a better Chef."
The Lab Bar and Kitchen,3,"Came here for restaurant week since we liked the menu and I had wanted to try this anyway. We tried the pimento cheese and pork rinds for an appetizer and the skillet corn bread. The pork rinds were very good and they gave you a lot of them. Pork rinds are not my thing and the fact that I ate more than one says a lot. It was interesting dipping them in the pimento cheese. I'm glad I tried it and recommend it if you are wanting to try something different. The skillet corn bread was pretty good and the honey pecan butter was awesome. For my entree, I got the pork tacos. They were really good. The only thing I didn't like is that they were corn tortillas instead of flour but I just ate the insides and left the tortillas. For dessert we got the blackberry cobbler. This was really disappointing as it was more like blackberry soup. Very little cobbler and was served so hot that the ice cream that was put on top was completely melted by the time it hit our table. Despite the fact that they weren't that busy our food took forever. So, a mixed review here. Didn't hate it, didn't love it."
The Lab Bar and Kitchen,4,"Came here with a group of about 12 and we sat in the curtained off private room. It was quite nice and we had 3 wait staff along with the chef checking on us regularly. We ordered so many things off the menu I felt like we had a sample of everything. I will outline what I felt like was good and what was alright below. Overall, I give the service and environment a solid 5 and the food a very solid 4. Things that really popped out for me were the tuna with the crispy chips made from taro plant. Marinated and soaked for a while, the tuna itself was very good. The larger fish dish we had though, wasn't so great. We all felt like that fish was a little too salty citrusy and everything on it just kind of added to that. The crab cakes were mini and delightful. And something I thought I wouldn't like I loved! The mushroom pizza! I'm usually a meat lover so I thought I'd like the meat pizza more but the mushroom pizza was so underrated! One of the last things I wanted to mention was the samplers appetizer dish. The dish had a lot going on and I liked about half of the things on the dish. I had never had cheese and honey before and I have to say you have to give it a shot! But, it had so much going on that it felt a little disappointing to have half a dish of stuff you don't like. Oh yeah and the tacos were fire so give those a shot!Going to come back for lunch sometime and give it another shot!"
The Lab Bar and Kitchen,5,"Downstairs in the Hilton UAB. Awesome environment and great servers. Everyone is kind and the food is delicious. Had the catfish tacos and it was crisp, tasty, and presentable. Was a little late on the fries but that's fine with me as long as I had my catfish tacos at a reasonable time. Military discount included! Didn't even ask for it. Awesome. Hotel is also amazing. Don't want to stay to close to the airport then just stay at the Hiltons at UAB. Thank you."
The Lab Bar and Kitchen,4,"We went to The Lab Bar & Kitchen for Mother's Day, which I thought was unconventional, but ended up being really good! The manager said it was their first time doing Mother's Day brunch and I am glad they did! We started with mimosas, of course! Mom's favorite. I got the pork medallions on top of grits and it was delicious. My mom got the filet (painfully undercooked) with fantastic roasted potatoes and sunny side up eggs. She loved it so I would call it a success! Thanks guys! We will definitely be back."
The Lab Bar and Kitchen,3,"We met here for a post-protest round of beers and flatbreads, and burgers for the truly hungry.  Whole beer prices were crazy - $5 for a Coors Light - food prices were reasonable and the food was quite good.   One in our group had the Blazer Burger and liked it quite well.  The addition of sweet with spicy made the flavor unique.  The burger was large enough to satisfy, and the potatoes that came with it were really very good.  Sort of potato wedges, crispy outside and creamy inside, and nice and hot.  The two flatbreads were good - one with pork and the other more like a sausage and pepperoni pizza, but both were tasty.  Located in the bottom floor of the UAB Sheraton, It's a beautiful place, looks swanky, so the casual food belies the appearance of the place.  All in all, a decent dining experience."
The Lab Bar and Kitchen,5,"LET'S take a moment to worship this divine Crispy Chicken plate here at The Lab Bar here in Beautiful Birmingham, Alabama. The Lab Bar and Kitchen is located on the corner of 20th St S and University Boulevard. I have again discovered a jewel in the wake of hunger in The Magic City! Here we have the south all in one plate! A cutlet of chicken breast gently fried to an awesome texture over a bed of corn emulsion(sweet corn), savory fried grits, tobacco onions, collard greens and Demi glaze. The flavors are meant to be in this plate, warm and nostalgic. This plate smells just like grandma's kitchen. I paired my dish with a glass of Bordeaux wine and it's the perfect robust red with a bit of spice. Two thumbs up! I am so happy to be back! Took a hiatus to finish school, but back better than ever. EAT The Lab Bar and Kitchen Brought to you by an @ipushfoodie by way of @ipushmagazine"
The Lab Bar and Kitchen,4,"Came here for a UAB function the other day that had part of the proceeds going to a local charity - a nice thing for them in which to partake.The wait staff was great, constantly checking on us throughout the night. The appetizers were good, but definitely make sure which section you are ordering from - the small plates (1-2 people) or big plates (table sized). They were all great, but several of them left me wanting more since it was a smaller portion. The drinks were decent - esp the blazer. The Blazer is a green drink in a flute shaped glass which literally has smoke coming out of it throughout, which is both a different experience, and a nice visual for UAB fans. I ordered the buccatini pasta, which was very tasty. It might have used a tad more salt, but overall, was very flavorful.I'm sure we'll be back soon!"
The Lab Bar and Kitchen,3,"Overall, was an underwhelming experience. I stopped in on a weeknight while in town for a conference. We started with the jalapeño cornbread bites which were just ok, definitely on the dry side. IMO, cornbread should be a little sweet and buttery, neither of which they were. For entrees, my colleagues both got the pulled pork tacos and I got the shrimp and grits. I tried the tacos and was not impressed, I think the pulled pork would've been better served as a traditional sandwich with some slaw. They missed on the taco part. And my entree left much to be desired - the grits were basically one solid piece, like they had been sitting under the lamp for way too long. The shrimp was over cooked and basically hard. We did end up ordering dessert because they all sounded so tasty. We got the butter cake, which the presentation of was very interesting - the cake came in a mason jar with a toasted marshmallow topping. Def didn't need the marshmallow, it's already really sweet and dense on its own. I did enjoy the caramelized banana and graham cracker brittle that came along. I would've been totally happy with those alone without the cake!The service was very good, but reaaaally slow. We sat for over two hours, and not by choice. The food was very slow to come out.And should I mention that something did not agree with me and I was sick the next morning."
The Lab Bar and Kitchen,2,"I will start this out as saying we wanted to try this place during restaurant week for the sole reason of the blackberry cobbler. Since this was our first time here we did make reservations, which was absolutely useless as there were only about 6 table with people in them. We use open table for 2 reasons, one it is easy to book and you get points making reservations... having said that the waiter never acknowledged our reservations but at least we still got the points. Now on the the next issue.... our waiter was for the lack of a better phrase... not very attentive. So the first decision was the drinks for the evening. I ordered the very sweet tea, which does not taste anything like a sweet tea nor did it taste like a Long Island iced tea. So on to ordering, since this was restaurant week we pretty much knew what we were ordering. I ordered the pimento cheese and pork rinds for my app, the lab burger for my mane and of course the blackberry cobbler that we have been waiting for... so we order and at that time my wife orders a mixed drink. While waiting for her drink another waitress sat a couple beside us. The reason this is relevant will be know shortly. After about 10 minutes the drink finally arrives. Now mind you the table beside us had already received there drinks and have now ordered. Now we are into about 30 minutes after we ordered and abut 15 for the table next to us. Then we see what we thought was our meal come out of the kitchen. Oh no, the pork tacos that my wife thought were hers was for the table next to us... yep the ones that were sat after us. Ok at this point I am getting a little peeved. Finally 15 minutes after the table beside us got their food ours finally arrives... the chip fries with my burger were very tasty, warm but not hot.... probably sat under a heating lamp for awhile. The lab burger.... was the worst burger I have ever eaten.... it had a very off flavor to it, I could not pinpoint exactly what it was.... but is was horrid. I barely got 3 bites before throwing in the towel. So now we are at the point the desert should be coming out.. of course our waiter was no where to be seen. I ask a waitress to get our server so we could get desert and the check. The waiter finally comes out and states the kitchen made a mistake and gave away one of the cobblers to another table.. we said fine bring out the one they still had made... after minutes after we asked for the cobbler and check the waiter brings out 2 what looked to be Ike desert dishes with a blackberry soup in it. Yes you heard me right, soup.... the only crust so to speak was in the middle of this mess.. and that crust was extremely hard, Like concrete hard. We both tried to eat it, but only got about half way into it. The only thing good about this desert was the ice cream on top. So for a business to participate in restaurant week they should have been on their A game. This was not the case when we went there. A very disappointing meal for date night.The only plus for the night was the wife's pork tacos, she really liked them. It would be nice though if you gave your customers a choice between corn and wheat taco shells. For me I probably won't be back, the mere thought of that really bad tasting burger was enough to put me off for a long while.."
The Lab Bar and Kitchen,3,"A cool new addition to Birmingham located in the Hilton. I came here on a Saturday night with friends for dinner after the place recently opened.The positives: a spacious modern layout with a good bit of seating and a bar a well as decent service. There is also a small patio area outside that looks promising. Seems like a good place to hang out. The negatives: the food to me was just ok, and not good enough for the price point. I ordered the Wagyu steak and a beer. The presentation was good with the arugula, sauce, and fries, but the steak strips just did not have much flavor-the fries were ok and the lettuce was good. My wife enjoyed her BBQ flatbread pizza. All in all, I will probably come back and give it another chance and try a few more items; I may try to catch that patio when the weather warms up too."
The Lab Bar and Kitchen,3,"Ok so let's just start with the vibe of the place, it's pretty cool. We were seated immediately and tended to by our waitress.  She was very helpful in selecting our dinner. She even inquired if we had any allergies which is something most do not. The sauce on the wrapped shrimp was hands down delicious! The tacos were decent; they had double layered shells and I wasn't a fan of those. The meat was tender. I tried my friend's lab burger and it was top notch. I actually would have enjoyed that better. It was served with fries and they were super good! The drink selection was unique and so were the glasses they came in. I like that the restaurant was unique and lab themed. Good location too."
The Lab Bar and Kitchen,3,"I had a work meeting that I was interested in doing over lunch. I had heard some things about this place, but didn't really know where it was. So I was surprised to learn that it was in the downtown Hilton. Parking was not the easiest on the street, so I parked in the Hilton deck. I thought I could make it through the hotel, but never figure out how. So I eventually just walked outside and around to the front entrance.There was not another person in there besides the person I was meeting and it stayed like that the entire meal. Our server arrived quickly to take drink orders. But then it took her forever to come back with the drinks. We went ahead and ordered some appetizers when she finally brought the drinks by. Then we didn't see her again for another 15 minutes or so to order our entrees. By that time, the apps had come out. I got the oysters and I didn't think they were anything too special. I know when it comes to raw oysters, the kitchen can't do too much. I usually like them salty and perhaps it was even the cucumber granita that took away some of that saltiness. But again, I can't take anything away from The Lab on something like raw oysters.After sitting with empty glasses for a while, our entrees came out and we were finally given a refill. I got the sirloin. Although the temperature was right on point, the flavor was just not there. The meat had some extremely tough spots and it really wasn't a great steak. The fries were pretty good as was the salad underneath. I will definitely come back and give them another shot since they are fairly new. The ambiance of this place is really cool and looks like a nice patio to come sit when the weather gets warm. Stay tuned for an update. But for now, it was an A-ok experience."
The Lab Bar and Kitchen,4,"After work some friends and I came here  for a nice  Friday GNO - first off, you have to valet park .... it's the most practical thing to do. If not, you'll drive around forever to find parking . valet parking was  $5, whatever... it works in this scenario! I must say that the hotel/valet  staff were extremely nice and helpful . Helped  us get right where we needed to be.  The hotel is beautiful, sign placement was perfect to direct us to the restaurant in the lower level of the hotel . Upon entering the restaurant, we were greeted by the sweetest hostess.... I felt like she could have been my grandma. So warm, friendly and such a gentle spirit ! . She took us to our seats and we had a chance to review the menu before placing our  drink orders. Where our seats were located  , it was cold , so the manager, Danny closed the patio doors and adjusted the air conditioning just to accommodate us as well as other guests. I decided to order just bacon wrapped shrimp and we shared the b- deviled eggs- the b- deviled eggs were so creative looking . They were purple !!! I really enjoyed those!  The bacon wrapped shrimp was drenched in bbq sauce which I did not love!  I ordered this dish based off the previous reviews and pics that  did not include bbq sauce .  I like bbq sauce but this took away from the dish for me.  Disappointment. My friends really enjoyed their food choices and drink choices .  They didn't have a big wine menu but they had some unique cocktail options . The blazer was strong according to my friends - they enjoyed it! A little too much ! The lab kitchen and bar is a great incentive to the Uab area. It's a really good spot to meet up with friends to grab a quick bite to drink .The dessert menu had at least 3-4 options.  I enjoyed the gooey butter cake!! It was YUMMY!"
The Lab Bar and Kitchen,5,"Went on a girls night out to this location and absolutely enjoyed the food! I had the Blazin burger which was big,  juicy and full of flavors! You really get your money's worth for your meal even though it is in a pricier range that's what I'm used to. I tried a cocktail drink called the Blazer which amazed me when the server did a little science experiment in front of us for the drink. I believe it was dried ice and when adding the shot of tequila and then a green juice it would look like is boiling with lots of smoke it was such a cool experience in front of us.Since it was just us girl we lasted for quite a few hours there,which we were never rushed to leave took out time had some dessert and coffee. I really have to brag on one of their desserts which I loved so much but forgot the name.. I do remember it had caramelized bananas, a cookie like crumble drizzle with chocolate and a delicious pastry. This dessert just made my night!!!"
